ID,Kategori Umum,Kategori Khusus,Penyelenggara,Posisi,Deskripsi,Durasi,Tanggal Pendaftaran,Link,CP,Jenis Kontak,Lokasi,Persyaratan Pendaftaran,Skill yang didapat,,,
56,Kegiatan Umum,Magang,Lazada,User Growth Operations Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/3c41507a-f63a-11ee-bf75-32cfa9fc582e,628452655916,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Project Management Skill
- Presentation Skill
- Communication Skill
- Management Skill
- Problem Solving Skill
- Critical Thinking
- Copywriting
",,,
57,Kegiatan Umum,Magang,Lazada,Finance Seller Marketplace Operations & Controller Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/7d1917c8-f64b-11ee-af0a-42786e9b30fb,628648579281,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Microsoft Office Skill
- Presentation Skill
- Project Management Skill
- Finance Competency Skill
- Reporting Skill
- Customer Needs Analysis
- Problem Solving Skill
",,,
58,Kegiatan Umum,Magang,Lazada,Lazpay Business & Operational Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/0e579519-f24d-11ee-af0a-42786e9b30fb,628731423488,Whatsapp,Jakarta Selatan,"Kriteria Peserta ""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5 2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00) 3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024) 4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point. 5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum. 6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat. 7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan"" Informasi Tambahan Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Presentation Skill
- Payment Campaign
- Adaptability and Agility
- Problem Solving Skill
- English for Business
- Data Analysis Skill
- Marketing",,,
59,Kegiatan Umum,Magang,Lazada,User Product Operations Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/7c324b4c-f56d-11ee-9129-da28f9df4d8d,628251644662,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan
","Kompetensi yang Dikembangkan
- Critical Thinking
- Management Skill
- Copywriting
- Communication Skill
- Project Management Skill
- Problem Solving Skill
- Presentation Skill
",,,
60,Kegiatan Umum,Magang,Lazada,Finance Account Receivable Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/046aae69-f805-11ee-9129-da28f9df4d8d,628835779978,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Adaptability and Agility
- Time Management Skill
- Microsoft Office Skill
- MS. Excel Competency
- Presentation Skill
- Problem Solving Skill
- Finance Competency Skill",,,
61,Kegiatan Umum,Magang,Lazada,Digital Goods Business Development Intern,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/c44a8e62-f805-11ee-9129-da28f9df4d8d,628745680883,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan
","Kompetensi yang Dikembangkan
- Team Work Skill
- Communication Skill
- Problem Solving Skill
- Presentation Skill
- Reporting Skill
- Adaptability and Agility",,,
62,Kegiatan Umum,Magang,Lazada,Key Account Management,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/755715b2-f254-11ee-af0a-42786e9b30fb,628596482026,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Presentation Skill
- Problem Solving Skill
- Adaptability and Agility
- Creative Thinking & Content Making
- Data Analysis Skill
- Microsoft Office Skill
- Team Work Skill",,,
63,Kegiatan Umum,Magang,Lazada,Intern Product Management,"Program Magang Lazada Jakarta Pusat Commercial [Capital Place - Jakarta Selatan]

Program Magang Lazada Jakarta Pusat Commercial Team bertujuan untuk memberikan pengembangan kepada mahasiswa/i menggunakan 70-20-10 Learning & Development framework. Mahasiswa akan mendapatkan pengembangan melalui pendampingan intensif selama on-the-job training (70%) dengan disertai oleh dedicated mentor yang akan membantu mahasiswa dalam memberikan pendampingan maupun feedback terkait dengan kinerja mereka (20%) yang akan didukung dengan program kelas pengembangan soft skills yang relevan dengan kebutuhan mahasiswa di dunia kerja (10%).



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/62e52c3e-f805-11ee-af0a-42786e9b30fb,628171235848,Whatsapp,Jakarta Selatan,"Kriteria Peserta

""1. Mahasiswa aktif perguruan tinggi yang berada di bawah naungan Kemendikbudristek saat ini minimal Semester 5
2. Berkomitmen untuk mengikuti program magang secara offline (sesuai dengan peraturan perusahaan) dan full-time (tidak memiliki kegiatan perkuliahan di dalam jam kerja Senin-Jumat, 09:00 - 18:00)
3. Tidak akan menjalani Yudisium ataupun lulus selama periode magang berlangsung (Januari - Juni 2024)
4. Memiliki kemampuan untuk mengolah dan menganalisa informasi menggunakan Microsoft Excel dan Power Point.
5. Kemampuan komunikasi dalam bentuk lisan maupun tulisan, mampu menyesuaikan terhadap audience senior maupun junior, percaya diri untuk melakukan presentasi di depan umum.
6. Teliti, terstruktur, mandiri, memiliki motivasi yang tinggi, dapat menyesuaikan diri dengan lingkungan kerja yang cepat.
7. Memiliki ketertarikan untuk terlibat dalam pelaksanaan acara dan aktivitas perusahaan""

Informasi Tambahan

Mahasiswa harus memiliki komitmen untuk melakukan full time internship secara offline selama hari kerja (Senin-Jumat) tanpa terganggu dengan kegiatan perkuliahan","Kompetensi yang Dikembangkan
- Business Requirement Document (BRD)
- Problem Solving Skill
- Operasi Produk
- Analisa Data
- UI/UX
- Manajemen Proyek
- Presentation Skill",,,
64,Kegiatan Umum,Magang,United Tractors ,Engineering and Operation Intern,"Rincian Kegiatan

United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/81370dee-fc6c-11ee-be48-1676ae1015eb,628520985274,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Teknik Metalurgi dan Material/Teknik Mesin/ Teknik Industri//Teknik Informatika/Teknik Komputer/Teknik Informatika/Semua Jurusan Teknik, /Ilmu komputer, kearsipan. Manajemen
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis

Informasi Tambahan
","Kompetensi yang Dikembangkan
- Project Management
- Asset Management
- Drive and Courage
- Interpersonal Skill
- Teamwork",,,
65,Kegiatan Umum,Magang,United Tractors ,Communication and Graphic Designer Intern,"United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/683696af-fc72-11ee-877d-ee833f3bb5c3,628002812297,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Multimedia
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis","Kompetensi yang Dikembangkan
- Interpersonal Skill
- Drive and Courage
- Digital Content Development
- Teamwork
- Project Management",,,
66,Kegiatan Umum,Magang,United Tractors ,Digitalization Team Intern,"United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS



",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/f170d283-fc73-11ee-877d-ee833f3bb5c3,628562411902,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Teknik Informatika, dan Sistem Informasi
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis","Kompetensi yang Dikembangkan
- Teamwork
- Digital Content Development
- IT Applicaton Development
- Drive and Courage
- Interpersonal Skill",,,
67,Kegiatan Umum,Magang,United Tractors ,People Management Intern,"United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/cdc1f1c8-fc75-11ee-a771-2216850b337c,628976668826,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Teknik Industri/Teknik Mesin, Accounting, Manajemen,Psikologi, Teknologi Pendidikan/Manajemen Pendidikan, DKV, 
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis
","Kompetensi yang Dikembangkan
- Analysis & Judgement
- Interpersonal Skill
- Teamwork
- Project Management
- Drive and Courage
",,,
68,Kegiatan Umum,Magang,United Tractors ,Legal Intern,"United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/52d6837d-fc85-11ee-b3c3-42bfe4d30846,628785152596,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Hukum
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis","Kompetensi yang Dikembangkan
- Analysis & Judgement
- Interpersonal Skill
- Teamwork
- Project Management
- Drive and Courage
",,,
69,Kegiatan Umum,Magang,United Tractors ,Finance Intern,"United Tractors Pandu Engineering Internship Program

PT United Tractors Pandu Engineering merupakan salah satu perusahaan terkemuka di Jakarta Pusat di bidang manufaktur & rekayasa alat berat. Dilengkapi dengan teknologi terbaru pada sistem manufaktur dan rekayasa berkualitas, PATRiA akan memastikan produksi berjalan lebih cepat, lebih efisien dan dapat diandalkan untuk mengirimkan produk sesuai jadwal. 

PATRiA  memberikan kesempatan untuk mahasiswa dapat ikut serta terjun langsung dalam pencapaian target perusahaan sehingga dapat memeberikan layanan purna jual yang prima serta memberikan solusi berdasarkan kebutuhan spesifik pelanggan.

Para peserta magang akan berkontribusi dengan menerapkan pengetahuan mereka sesuai bidang studi masing masing pada project dengan rincian sebagai berikut:
1. People  Management
2. Operation Management
3. Digitalization
4. Business Development
5. Communication and Graphic Designer
6. Internal Audit
7. Maintenance
8. EHS


",5 bulan,26 April - 10 Juni 2024,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c4be4eb1-cdfa-4d76-aa4a-e2bd17fbebbf/fa944935-fc85-11ee-92c0-ca9681d735c6,628418086055,Whatsapp,Bekasi,"Kriteria Peserta

Jurusan: Manajemen dan Administrasi Bisnis
Jenjang: S1
Semester: Minimal semester 5

Kriteria soft skills:
- Memiliki kemampuan komunikasi yang baik
- Mampu bekerja dalam tim
- Memiliki inisiatif tinggi
- Memiliki kemampuan analisis","Kompetensi yang Dikembangkan
- Analysis & Judgement
- Interpersonal Skill
- Teamwork
- Project Management
- Drive and Courage
",,,
